cluster,stunting_(%),kemiskinan_(%),pengeluaran_pangan_(%),tanpa_air_bersih_(%),tanpa_listrik_(%),ipm,lama_sekolah_perempuan_(tahun),angka_harapan_hidup_(tahun),harapan_lama_sekolah,rata_rata_lama_sekolah,pdrb_perkapita_ribu
0,20.183925925925926,12.428592592592592,34.633037037037035,25.372592592592596,0.06592592592592592,71.56044444444444,7.378000000000001,71.34851851851852,13.032370370370371,7.38437037037037,39095.059259259266
1,14.810545454545455,6.29,11.075818181818182,13.32181818181818,0.009272727272727273,80.16,10.129818181818182,73.16290909090908,14.507636363636363,10.360181818181818,131842.56363636363
